EmployeePPPER,Status,ZipCode,Sex,Eeoc,Shift,BaseRate,Grade,Training,LastEval,StartEval,Education,StartGrade,StartRate,Experience,EngagementIndex,CommitmentIndex,Unscheduled,Tenure,Age,EntryAge,CareerAge,CareerStage,ServiceLength,SalaryProg,JobLevelProg,AvgEval,LastPromotion,TotalEmployment
992,TERM,75055,M,WHITE,1,13.63,18,5000,5,2,2,18,7.18,28,5,8,6,4,56,49,53,4,3,1.61,0,3.5,3,32
993,TERM,75038,M,WHITE,3,10.16,63,5000,0,10,6,61,6,1,7,9,9,1,26,22,23,1,2,4.16,2,5,1,2
994,TERM,75028,F,WHITE,1,6.71,1,1000,7,5,0,2,6,0,9,8,8,2,26,21,23,1,3,0.36,-0.5,6,2,2
995,TERM,75042,F,WHITE,1,6.5,1,1000,7,3,0,6,6,0,9,7,5,0,28,20,20,1,1,0.5,-5,5,0,0
996,ACTIVE,75018,M,WHITE,1,36.26,58,5000,3,4,6,56,27.42,7,1,1,3,8,36,28,36,3,4,1.11,0.25,3.5,8,15
997,TERM,75038,F,WHITE,1,12.23,18,5000,0,7,2,13,5.01,2,5,5,10,3,30,23,25,2,3,2.41,1.67,3.5,3,5
998,TERM,75032,F,WHITE,1,6.5,1,1000,7,1,0,0,6,0,2,2,1,0,27,20,20,1,1,0.5,1,4,0,0
999,TERM,75028,F,WHITE,1,6.8,1,1000,7,3,0,4,6,0,6,7,9,3,24,16,19,1,3,0.27,-1,5,3,3
1000,TERM,75022,F,WHITE,1,49.75,95,5000,6,1,10,87,47.14,14,1,3,4,2,42,35,36,3,3,1.31,4,3.5,2,16
1001,TERM,75022,F,WHITE,1,8.49,5,5000,2,3,1,5,6,0,4,6,0,3,26,20,23,1,3,0.83,0,2.5,2,3
1002,TERM,75022,F,WHITE,2,18.45,37,5000,3,3,4,37,11.23,8,8,5,4,4,37,29,33,2,3,1.81,0,3,4,12
1003,TERM,75020,F,WHITE,1,6.5,1,1000,7,3,0,5,6,0,10,8,6,0,25,18,18,1,1,0.5,-4,5,0,0
1004,TERM,75002,F,WHITE,1,6.5,1,1000,7,5,0,3,6,0,5,6,4,0,26,19,19,1,1,0.5,-2,6,0,0
1005,ACTIVE,75032,F,WHITE,2,15.02,17,5000,5,1,2,12,13.06,13,2,5,2,3,37,34,37,3,3,0.65,1.67,3,2,16
1006,TERM,75001,F,WHITE,1,12.86,17,5000,9,4,2,8,6,39,3,7,3,7,73,60,67,4,4,0.98,1.29,6.5,0,46
1007,TERM,75018,F,WHITE,1,11.37,6,5000,8,2,1,0,6,26,2,3,5,10,59,47,57,4,5,0.54,0.6,5,1,36
1008,ACTIVE,75028,F,WHITE,1,15.1,9,5000,6,5,1,2,7.26,18,6,6,1,21,60,39,60,4,6,0.37,0.33,5.5,8,39
1009,ACTIVE,75028,F,WHITE,1,39.87,60,5000,2,5,6,52,38.72,14,2,5,9,13,48,35,48,3,5,0.09,0.62,3.5,7,27
1010,ACTIVE,75012,M,WHITE,1,17.35,25,5000,4,5,3,23,15.28,4,8,5,8,10,35,25,35,3,5,0.21,0.2,4.5,8,14
1011,TERM,75032,F,WHITE,1,15,37,5000,5,3,4,35,7.68,8,6,4,8,12,48,29,41,3,5,0.61,0.17,4,0,20
1012,ACTIVE,75042,F,WHITE,1,17.35,25,5000,4,2,3,25,16.43,0,1,2,7,13,34,21,34,2,5,0.07,0,3,2,13
1013,TERM,75055,F,WHITE,1,8.38,6,5000,0,6,1,3,6,35,6,6,3,2,66,56,58,4,3,1.19,1.5,3,0,37
1014,ACTIVE,75032,F,WHITE,1,15.1,9,5000,6,4,1,1,11.61,9,10,7,2,29,59,30,59,4,6,0.12,0.28,5,8,38
1015,TERM,75020,F,WHITE,1,12.16,6,5000,3,5,1,5,9.46,16,5,3,7,24,65,37,61,4,6,0.11,0.04,4,4,40
1016,TERM,75011,F,WHITE,1,17.42,37,5000,5,4,4,36,16.01,8,8,6,8,7,42,29,36,3,4,0.2,0.14,4.5,1,15
1017,ACTIVE,75018,F,WHITE,1,16.89,9,5000,2,7,1,1,14.94,17,2,5,9,12,50,38,50,4,5,0.16,0.67,4.5,3,29
1018,TERM,75011,F,WHITE,1,9.29,6,5000,6,0,1,1,6,0,4,7,8,5,32,19,25,2,4,0.66,1,3,0,5
1019,ACTIVE,75022,F,WHITE,1,21.53,37,5000,7,1,4,28,18.24,33,8,6,3,1,55,54,55,4,2,3.29,9,4,1,34
1020,TERM,75062,M,WHITE,1,10.86,0,0,0,2,0,1,6,0,6,4,3,1,29,21,22,1,2,4.86,-1,1,1,1
1021,ACTIVE,75012,F,WHITE,1,9.63,1,1000,10,8,0,3,3.26,17,5,3,8,25,63,38,63,4,6,0.25,-0.08,9,1,42
1022,ACTIVE,75022,F,WHITE,1,15.02,17,5000,5,5,2,10,10,18,1,3,5,23,62,39,62,4,6,0.22,0.3,5,2,41
1023,TERM,75042,M,WHITE,1,40,95,5000,0,3,10,94,39.18,15,3,3,4,9,52,36,45,3,4,0.09,0.11,1.5,0,24
1024,ACTIVE,75020,F,WHITE,1,11.71,6,5000,0,0,1,1,4.16,31,7,7,6,2,54,52,54,4,3,3.78,2.5,0,1,33
1025,TERM,75012,F,WHITE,1,10.23,3,3000,1,1,0,1,2.66,25,9,9,1,20,71,46,66,4,6,0.38,0.1,1,1,45
1026,TERM,75042,F,WHITE,1,11.81,6,5000,1,0,1,4,10.04,29,8,7,1,14,68,50,64,4,5,0.13,0.14,0.5,4,43
1027,TERM,75062,M,WHITE,1,10.88,10,5000,9,8,1,2,5.29,19,4,6,3,5,51,40,45,3,4,1.12,1.6,8.5,2,24
1028,ACTIVE,75020,M,WHITE,2,10.7,5,5000,4,3,1,1,9.68,20,9,8,1,19,60,41,60,4,5,0.05,0.21,3.5,7,39
1029,ACTIVE,75012,F,WHITE,1,10.34,5,5000,2,3,1,1,6,31,6,7,4,5,58,52,58,4,4,0.87,0.8,2.5,5,36
1030,TERM,75028,F,WHITE,1,15,37,5000,5,2,4,34,5.3,18,5,8,4,12,58,39,51,4,5,0.81,0.25,3.5,0,30
1031,ACTIVE,75038,F,WHITE,1,12.85,9,5000,6,1,1,1,7.77,0,9,10,6,11,32,21,32,2,5,0.46,0.73,3.5,8,11
1032,ACTIVE,75028,F,WHITE,1,29.22,51,5000,0,4,5,49,24.21,0,9,6,3,42,63,21,63,4,6,0.12,0.05,2,7,42
1033,ACTIVE,75018,F,WHITE,1,16.67,21,5000,0,4,2,18,15.11,0,2,5,7,21,42,21,42,3,6,0.07,0.14,2,3,21
1034,TERM,75028,M,WHITE,1,15,37,5000,5,1,4,36,6.27,9,8,7,9,14,52,30,45,3,5,0.62,0.07,3,0,23
1035,TERM,75002,M,WHITE,1,5.96,1,1000,6,3,0,4,6,0,3,4,5,2,26,17,19,1,3,-0.02,-1.5,4.5,0,2
1036,TERM,75038,F,WHITE,1,7.84,1,1000,8,4,0,4,6,26,4,5,7,4,58,47,51,4,3,0.46,-0.75,6,0,30
1037,TERM,75022,M,WHITE,1,10.94,5,5000,5,4,1,5,6,3,4,3,2,7,36,24,31,2,4,0.71,0,4.5,2,10
1038,ACTIVE,75062,M,WHITE,1,13.25,10,5000,3,5,1,1,5.82,16,6,7,3,11,48,37,48,3,5,0.68,0.82,4,6,27
1039,TERM,75002,F,WHITE,1,14.16,17,5000,1,7,2,12,12.12,10,9,7,9,18,52,31,49,3,5,0.11,0.28,4,0,28
1040,ACTIVE,75001,F,WHITE,1,12.77,6,5000,7,6,1,1,6.37,3,7,9,4,38,62,24,62,4,6,0.17,0.13,6.5,7,41
1041,TERM,75055,M,WHITE,1,10.94,5,5000,5,4,1,4,8.56,0,8,6,8,15,39,19,34,2,5,0.16,0.07,4.5,2,15
1042,ACTIVE,75028,F,WHITE,1,12.77,6,5000,7,6,1,0,6,6,10,10,10,27,55,27,55,4,6,0.25,0.22,6.5,3,33
1043,TERM,75032,F,WHITE,1,12.86,17,5000,9,8,2,17,9.14,12,3,5,4,8,46,33,41,3,4,0.47,0,8.5,1,20
1044,ACTIVE,75062,M,WHITE,1,34.5,52,5000,4,5,5,43,28.02,8,0,3,0,6,35,29,35,3,4,1.08,1.5,4.5,5,14
1045,TERM,75001,F,WHITE,1,10.86,14,5000,2,1,1,6,6,6,2,3,5,24,58,27,51,4,6,0.2,0.33,1.5,0,30
1046,TERM,75018,F,WHITE,1,21.53,37,5000,7,0,4,35,19.79,4,10,7,7,15,41,25,40,3,5,0.12,0.13,3.5,4,19
1047,ACTIVE,75022,F,WHITE,1,14.72,10,5000,7,4,1,5,5.72,6,5,5,4,24,51,27,51,4,6,0.38,0.21,5.5,2,30
1048,ACTIVE,75028,F,WHITE,1,12.55,10,5000,6,1,1,9,3.44,15,3,5,0,1,37,36,37,3,2,9.11,1,3.5,1,16
1049,TERM,75018,F,WHITE,1,10.54,8,5000,4,1,1,7,6,34,2,5,6,8,70,55,63,4,4,0.57,0.13,2.5,1,42
1050,TERM,75032,F,WHITE,1,13.15,9,5000,8,5,1,3,6,1,8,5,2,40,68,22,62,4,6,0.18,0.15,6.5,1,41
1051,TERM,75020,F,WHITE,1,20.1,37,5000,4,2,4,36,11.53,10,6,6,3,11,46,31,42,3,5,0.78,0.09,3,4,21
1052,ACTIVE,75011,F,WHITE,1,12.77,6,5000,7,5,1,3,11.66,0,10,8,4,31,51,20,51,4,6,0.04,0.1,6,3,31
1053,ACTIVE,75018,F,WHITE,1,11.73,5,5000,9,0,1,1,6,0,0,3,1,24,45,20,45,3,6,0.24,0.17,4.5,4,24
1054,TERM,75062,F,ASIAN,1,50.48,95,5000,6,1,10,89,48.92,20,10,9,2,7,50,41,48,3,4,0.22,0.86,3.5,2,27
1055,ACTIVE,75011,F,WHITE,1,12.77,6,5000,7,1,1,1,11,0,8,8,6,33,51,18,51,4,6,0.05,0.15,4,2,33
1056,TERM,75042,F,WHITE,1,20.1,37,5000,4,1,4,29,20.07,23,0,4,8,8,56,44,52,4,4,0,1,2.5,4,31
1057,TERM,75042,F,WHITE,1,10.68,10,5000,7,5,1,2,6,11,9,6,7,4,41,32,35,3,3,1.17,2,6,2,15
1058,TERM,75038,F,WHITE,1,12.22,0,0,0,9,0,3,2.26,18,4,4,8,6,52,39,46,3,4,1.66,-0.5,4.5,1,24
1059,TERM,75012,F,WHITE,1,25,37,5000,5,1,4,29,18.86,42,9,7,6,1,67,63,64,4,2,6.14,8,3,0,43
1060,TERM,75042,M,WHITE,1,12.33,10,5000,3,3,1,8,8.34,15,1,4,7,9,48,36,45,3,4,0.44,0.22,3,3,24
1061,TERM,75055,F,WHITE,1,12.22,0,0,0,1,0,6,11.68,20,1,3,4,21,68,41,62,4,6,0.03,-0.29,0.5,1,41
1062,ACTIVE,75011,M,WHITE,1,12.77,6,5000,7,6,1,1,8.9,0,1,5,4,26,45,19,45,3,6,0.15,0.19,6.5,8,26
1063,ACTIVE,75001,F,WHITE,1,25,37,5000,5,3,4,30,18.73,1,4,3,2,12,35,22,35,3,5,0.52,0.58,4,4,13
1064,ACTIVE,75055,F,WHITE,1,12.16,9,5000,9,8,1,2,6,26,1,1,8,6,53,47,53,4,4,1.03,1.17,8.5,6,32
1065,TERM,75022,M,WHITE,1,11.61,5,5000,8,2,1,3,7.93,4,1,3,3,20,49,25,45,3,6,0.18,0.1,5,4,24
1066,TERM,75055,F,WHITE,1,14.71,18,5000,5,4,2,13,11.96,3,7,4,10,3,32,24,27,2,3,0.92,1.67,4.5,3,6
1067,TERM,NULL,F,WHITE,1,16.03,25,5000,1,6,3,21,7.68,13,9,10,3,22,61,34,56,4,6,0.38,0.18,3.5,3,35
1068,TERM,75022,F,ASIAN,1,20.1,37,5000,4,4,4,31,11.61,8,4,3,8,7,40,29,37,3,4,1.21,0.86,4,4,15
1069,TERM,75022,M,WHITE,1,10.37,10,5000,4,2,1,4,9.59,18,6,6,5,5,51,39,44,3,4,0.16,1.2,3,1,23
1070,ACTIVE,75028,F,WHITE,1,17.29,24,5000,5,4,2,16,7.62,0,6,6,0,12,32,20,32,2,5,0.81,0.67,4.5,4,12
1071,ACTIVE,75028,F,WHITE,1,12.77,6,5000,7,2,1,0,11.59,20,8,5,6,19,61,41,61,4,5,0.06,0.32,4.5,2,39
1072,TERM,75018,F,WHITE,1,11.81,9,5000,6,0,1,5,2.42,43,2,2,4,1,68,64,64,4,2,9.39,4,3,0,44
1073,ACTIVE,75032,F,WHITE,1,12.77,6,5000,7,0,1,2,8.36,11,3,3,9,31,63,32,63,4,6,0.14,0.13,3.5,3,42
1074,ACTIVE,75002,F,WHITE,1,12.77,6,5000,7,2,1,1,11.04,18,8,8,4,21,60,39,60,4,6,0.08,0.24,4.5,5,39
1075,ACTIVE,75011,F,WHITE,1,12.77,6,5000,7,0,1,3,6,10,6,5,6,21,51,31,51,4,6,0.32,0.14,3.5,7,31
1076,TERM,75022,M,WHITE,1,12.96,10,5000,10,7,1,2,12.91,13,4,3,6,11,46,34,45,3,5,0,0.73,8.5,7,24
1077,TERM,75022,F,WHITE,1,18.31,53,5000,0,3,5,52,8.75,23,6,4,9,20,70,44,64,4,6,0.48,0.05,1.5,1,43
1078,TERM,75018,M,WHITE,1,18.45,35,5000,6,4,4,27,14,8,5,3,7,7,40,29,36,3,4,0.64,1.14,5,1,15
1079,TERM,75011,F,WHITE,1,9.29,6,5000,6,4,1,6,6,20,3,6,0,5,53,41,46,3,4,0.66,0,5,0,25
1080,ACTIVE,75062,F,WHITE,1,11.73,5,5000,9,3,1,5,6,14,4,4,3,31,66,35,66,4,6,0.18,0,6,4,45
1081,TERM,75012,M,WHITE,1,11.33,10,5000,3,7,1,8,5.46,6,3,6,3,6,36,27,33,2,4,0.98,0.33,5,0,12
1082,ACTIVE,75038,F,WHITE,1,15.27,13,5000,9,9,1,11,11.67,20,4,3,1,13,54,41,54,4,5,0.28,0.15,9,8,33
1083,ACTIVE,75018,F,WHITE,1,13.24,8,5000,6,3,1,1,9.9,17,4,3,8,13,51,38,51,4,5,0.26,0.54,4.5,8,30
1084,TERM,75020,M,WHITE,1,11.12,52,5000,8,5,5,42,3.45,4,6,7,2,3,35,25,27,2,3,2.56,3.33,6.5,0,7
1085,TERM,75018,F,WHITE,1,13.25,17,5000,5,4,2,13,7.37,16,1,6,9,22,63,37,59,4,6,0.27,0.18,4.5,2,38
1086,TERM,75032,F,WHITE,1,11.48,6,5000,9,2,1,1,6.63,14,9,7,5,27,65,35,62,4,6,0.18,0.19,5.5,3,41
1087,ACTIVE,75055,F,WHITE,1,17.35,25,5000,4,1,3,16,11.67,1,6,7,4,9,31,22,31,2,4,0.63,1,2.5,2,10
1088,TERM,75062,F,WHITE,1,20.1,37,5000,4,0,4,30,17.57,25,7,8,10,14,63,46,60,4,5,0.18,0.5,2,4,39
1089,ACTIVE,75042,F,WHITE,1,10.7,3,3000,2,3,0,4,6,18,1,5,7,35,73,39,73,4,6,0.13,-0.03,2.5,3,53
1090,TERM,75012,M,WHITE,1,10.94,5,5000,5,3,1,5,6,9,6,7,4,15,50,30,45,3,5,0.33,0,4,2,24
1091,TERM,75020,F,WHITE,1,21.95,45,5000,8,8,5,43,20.09,1,5,5,6,39,66,22,61,4,6,0.05,0.05,8,2,40
1092,TERM,75018,F,WHITE,1,17.94,37,5000,4,1,4,30,11.58,37,5,5,4,11,74,58,68,4,5,0.58,0.64,2.5,2,48
1093,TERM,75020,F,WHITE,1,15.71,37,5000,1,5,4,33,11.25,13,3,6,4,3,43,34,36,3,3,1.49,1.33,3,1,16
1094,TERM,75032,F,WHITE,1,20.1,37,5000,4,4,4,30,12.83,16,4,4,1,32,72,37,69,4,6,0.23,0.22,4,4,48
1095,ACTIVE,75011,F,WHITE,1,12.06,6,5000,2,1,1,2,8.8,7,2,6,6,12,41,28,41,3,5,0.27,0.33,1.5,3,19
1096,TERM,75018,M,WHITE,1,11.61,5,5000,8,6,1,0,9.07,10,8,6,10,24,58,31,55,4,6,0.11,0.21,7,4,34
1097,TERM,75062,M,ASIAN,1,84.13,92,5000,10,9,9,88,74.21,16,6,7,8,5,48,37,42,3,4,1.98,0.8,9.5,1,21
1098,ACTIVE,75062,F,WHITE,1,12.32,5,5000,2,6,1,1,6,19,2,1,10,12,52,40,52,4,5,0.53,0.33,4,1,31
1099,TERM,75042,F,WHITE,1,6.32,1,1000,6,2,0,9,6,0,2,4,2,2,24,17,19,1,3,0.16,-4,4,2,2
1100,TERM,75012,M,WHITE,1,11.61,5,5000,8,4,1,1,6,16,2,2,6,4,45,37,42,3,3,1.4,1,6,4,20
1101,TERM,75032,F,WHITE,1,8.5,6,5000,1,7,1,3,6,13,9,8,1,3,41,34,37,3,3,0.83,1,4,1,16
1102,TERM,75022,F,WHITE,1,18.14,35,5000,5,1,4,31,16.29,20,9,6,5,3,51,41,43,3,3,0.62,1.33,3,0,23
1103,TERM,75042,F,WHITE,1,7.67,1,1000,8,2,0,1,6,0,5,3,0,6,23,16,21,1,4,0.28,0,5,6,6
1104,TERM,75022,F,WHITE,1,5.78,1,1000,6,1,0,5,6,0,1,5,7,0,24,16,16,1,1,-0.22,-4,3.5,0,0
1105,TERM,75062,F,WHITE,2,5.73,3,3000,7,5,0,6,6,21,4,3,5,0,50,42,42,3,1,-0.27,-3,6,0,21
1106,TERM,75011,F,WHITE,1,13.69,4,4000,5,2,0,2,5.06,1,8,5,6,1,30,22,23,1,2,8.63,2,3.5,1,2
1107,ACTIVE,75028,F,WHITE,2,15.02,17,5000,5,3,2,16,8.25,0,6,4,5,7,29,21,29,2,4,0.97,0.14,4,2,7
1108,ACTIVE,75018,F,WHITE,1,12.32,5,5000,2,6,1,2,6,15,2,5,10,7,44,36,44,3,4,0.9,0.43,4,2,22
1109,TERM,75022,F,WHITE,1,19.51,37,5000,2,7,4,36,10.25,21,9,9,4,3,49,42,45,3,3,3.09,0.33,4.5,3,24
1110,TERM,75020,F,WHITE,1,12.16,21,5000,5,2,2,11,6.63,6,3,6,2,0,34,27,27,2,1,5.53,10,3.5,0,6
1111,ACTIVE,75032,F,WHITE,1,15.02,17,5000,5,3,2,10,14.58,2,5,7,4,7,30,23,30,2,4,0.06,1,4,1,9
1112,TERM,75032,F,WHITE,1,6.6,1,1000,7,6,0,2,6,0,4,4,1,3,25,17,20,1,3,0.2,-0.33,6.5,2,3
1113,TERM,75038,F,WHITE,2,6.32,1,1000,6,4,0,8,6,0,3,2,3,2,25,17,19,1,3,0.16,-3.5,5,2,2
1114,TERM,75022,F,WHITE,1,7.05,1,1000,7,5,0,5,5.04,0,0,3,10,4,22,15,18,1,3,0.5,-1,6,4,4
1115,TERM,75018,F,WHITE,1,7.52,1,1000,8,7,0,3,6,0,9,7,4,4,23,16,20,1,3,0.38,-0.5,7.5,1,4
1116,TERM,75020,F,WHITE,1,6.8,1,1000,7,3,0,5,6,0,5,6,7,3,25,17,20,1,3,0.27,-1.33,5,3,3
1117,ACTIVE,75042,F,WHITE,1,36.26,58,5000,3,4,6,51,28.05,6,7,7,8,7,34,27,34,2,4,1.17,1,3.5,7,13
1118,ACTIVE,75022,F,WHITE,1,8.55,1,1000,9,1,0,1,6,21,8,8,3,7,49,42,49,3,4,0.36,0,5,7,28
1119,TERM,75062,F,WHITE,1,31.38,60,5000,3,5,6,50,29.09,24,0,2,7,2,53,45,47,3,3,1.15,5,4,2,26
1120,TERM,75001,F,WHITE,2,5.95,1,1000,6,1,0,2,6,0,9,6,8,1,24,17,18,1,2,-0.05,-1,3.5,1,1
1121,ACTIVE,75028,F,WHITE,1,6.83,1,1000,7,2,0,4,6,1,4,5,1,1,23,22,23,1,2,0.83,-3,4.5,1,2
1122,ACTIVE,75042,F,WHITE,1,8.55,1,1000,9,2,0,5,6,32,9,5,1,7,61,53,61,4,4,0.36,-0.57,5.5,7,39
1123,TERM,75055,M,WHITE,2,8.2,1,1000,8,2,0,1,6,0,2,4,7,6,22,15,21,1,4,0.37,0,5,6,6
1124,TERM,75011,F,WHITE,1,5.3,1,1000,5,2,0,9,6,0,8,7,4,1,25,17,18,1,2,-0.7,-8,3.5,1,1
1125,TERM,75038,F,WHITE,1,5.95,1,1000,6,0,0,1,6,0,4,7,3,1,25,18,19,1,2,-0.05,0,3,1,1
1126,TERM,75038,M,WHITE,1,16.14,41,5000,2,1,4,33,13.08,2,6,3,7,1,31,23,24,1,2,3.06,8,1.5,1,3
1127,ACTIVE,75028,F,WHITE,1,11.7,6,5000,0,6,1,2,7.16,12,7,7,4,7,40,33,40,3,4,0.65,0.57,3,7,19
1128,ACTIVE,NULL,F,WHITE,1,24.02,56,5000,5,3,6,50,23.96,19,10,10,0,7,47,40,47,3,4,0.01,0.86,4,7,26
1129,TERM,75018,F,WHITE,1,19.03,34,5000,7,2,3,31,17.08,24,8,6,7,4,52,45,49,3,3,0.49,0.75,4.5,2,28
1130,ACTIVE,75028,F,WHITE,2,21.53,37,5000,7,6,4,28,13.75,26,5,4,2,7,54,47,54,4,4,1.11,1.29,6.5,7,33
1131,TERM,75018,F,WHITE,1,10.46,63,5000,9,3,6,55,2.77,2,2,6,8,4,30,23,27,2,3,1.92,2,6,4,6
1132,TERM,75062,F,WHITE,2,5.95,1,1000,6,4,0,6,6,0,4,5,2,1,25,17,18,1,2,-0.05,-5,5,1,1
1133,TERM,75032,F,WHITE,1,8.93,5,5000,5,0,1,0,6,3,10,8,9,3,32,24,27,2,3,0.98,1.67,2.5,3,6
1134,TERM,75042,F,BLACK,1,8.24,5,5000,1,2,1,2,0.08,5,8,6,3,1,33,26,27,2,2,8.16,3,1.5,1,6
1135,ACTIVE,75042,F,WHITE,1,12.32,5,5000,2,6,1,2,8.22,28,1,2,1,7,56,49,56,4,4,0.59,0.43,4,1,35
1136,TERM,75028,F,WHITE,1,5.3,1,1000,5,3,0,4,6,0,3,6,8,0,26,18,19,1,1,-0.7,-3,4,0,0
1137,TERM,75038,F,WHITE,2,10.3,5,5000,2,3,1,4,3.04,2,5,4,4,4,30,23,26,2,3,1.82,0.25,2.5,3,6
1138,ACTIVE,75012,F,WHITE,1,12.32,5,5000,2,3,1,1,9.19,3,6,5,8,7,32,24,32,2,4,0.45,0.57,2.5,7,10
1139,TERM,75028,F,WHITE,2,8,5,5000,0,2,1,3,6,0,8,9,8,1,26,19,20,1,2,2,2,1,1,1
1140,TERM,75018,F,WHITE,1,13.85,18,5000,9,2,2,9,5.83,12,2,2,2,1,40,33,34,2,2,8.02,9,5.5,1,13
1141,TERM,75002,F,WHITE,1,5.15,1,1000,5,4,0,4,6,16,5,4,4,0,44,37,37,3,1,-0.85,-3,4.5,0,16
1142,TERM,75028,F,WHITE,1,5.3,1,1000,5,3,0,1,6,1,1,2,4,0,29,22,22,1,1,-0.7,0,4,0,1
1143,TERM,75028,F,WHITE,2,7.14,5,5000,6,3,1,2,6,16,4,4,7,0,44,37,37,3,1,1.14,3,4.5,0,16
1144,TERM,75028,F,WHITE,1,7.45,6,5000,5,1,1,3,6,5,2,3,8,0,33,26,26,2,1,1.45,3,3,0,5
1145,TERM,75042,F,WHITE,2,7.54,6,5000,5,5,1,1,1.29,5,0,3,6,0,33,26,26,2,1,6.25,5,5,0,5
1146,TERM,75055,M,WHITE,2,7.14,5,5000,6,4,1,1,6,12,8,9,9,0,40,33,33,2,1,1.14,4,5,0,12
1147,TERM,75042,F,WHITE,1,20.1,37,5000,4,2,4,32,14.01,31,9,6,2,4,59,52,56,4,3,1.52,1.25,3,4,35
1148,ACTIVE,75042,F,WHITE,3,21.53,37,5000,7,2,4,30,17.75,23,2,5,7,7,51,44,51,4,4,0.54,1,4.5,7,30
1149,TERM,75032,F,WHITE,2,5.95,1,1000,6,4,0,8,6,0,8,8,1,1,23,16,16,1,2,-0.05,-7,5,1,1
1150,TERM,75022,F,WHITE,2,5.77,1,1000,6,2,0,3,6,0,2,6,7,0,24,17,17,1,1,-0.23,-2,4,0,0
1151,TERM,75022,F,WHITE,2,8.08,8,5000,5,5,1,4,6,10,2,4,9,0,38,31,31,2,1,2.08,4,5,0,10
1152,TERM,75011,M,WHITE,2,7.14,5,5000,6,4,1,3,6,21,3,4,0,0,49,42,42,3,1,1.14,2,5,0,21
1153,TERM,75022,F,WHITE,3,19.51,37,5000,2,1,4,33,12.01,17,2,6,10,3,45,38,41,3,3,2.5,1.33,1.5,3,20
1154,ACTIVE,75032,F,WHITE,1,12.16,9,5000,9,8,1,0,4.1,26,2,6,4,7,53,47,53,4,4,1.15,1.29,8.5,7,33
1155,TERM,75002,F,WHITE,2,8.08,8,5000,5,0,1,1,6,6,9,8,6,0,34,27,27,2,1,2.08,7,2.5,0,6
1156,TERM,75042,M,WHITE,1,52.78,95,5000,4,1,10,85,51.09,4,9,7,7,4,32,25,30,2,3,0.42,2.5,2.5,4,8
1157,ACTIVE,75001,F,WHITE,2,24.95,55,5000,2,1,6,47,23.31,37,2,4,3,7,65,58,65,4,4,0.23,1.14,1.5,3,44
1158,ACTIVE,75038,F,WHITE,2,18.22,37,5000,4,2,4,34,15.69,0,4,7,6,7,24,17,24,1,4,0.36,0.43,3,4,7
1159,ACTIVE,75032,F,WHITE,1,10.29,6,5000,2,6,1,0,8.33,21,4,3,2,7,49,42,49,3,4,0.28,0.86,4,4,28
1160,TERM,75028,F,WHITE,2,8.85,8,5000,1,1,1,6,8.19,13,2,4,2,1,41,34,36,3,2,0.66,2,1,1,14
1161,TERM,75020,F,WHITE,3,8.85,8,5000,1,1,1,6,4.26,14,10,6,3,2,42,35,37,3,3,2.3,1,1,1,16
1162,TERM,75001,F,WHITE,1,49.75,95,5000,6,0,10,86,48.87,26,9,7,2,1,54,47,48,3,2,0.88,9,3,1,27
1163,TERM,75042,F,WHITE,3,7.77,5,5000,9,3,1,0,6,21,10,7,10,0,49,42,43,3,1,1.77,5,6,0,21
1164,TERM,75011,F,WHITE,2,7.67,5,5000,8,2,1,3,6,2,5,7,6,1,30,23,24,1,2,1.67,2,5,1,3
1165,TERM,75062,F,WHITE,2,8.85,8,5000,1,8,1,0,6,1,1,2,8,1,28,22,23,1,2,2.85,8,4.5,1,2
1166,TERM,NULL,F,WHITE,1,15.18,37,5000,2,7,4,33,10.01,17,10,8,2,1,45,38,39,3,2,5.17,4,4.5,1,18
1167,ACTIVE,75062,F,WHITE,2,17.35,25,5000,4,4,3,22,14.49,2,3,3,3,7,30,23,30,2,4,0.41,0.43,4,2,9
1168,ACTIVE,75032,M,WHITE,1,16.67,10,5000,7,4,1,9,13.79,5,3,6,1,7,33,26,33,2,4,0.41,0.14,5.5,4,12
1169,TERM,75002,F,WHITE,1,15.82,50,5000,1,1,5,40,12.55,2,1,4,1,1,29,23,24,1,2,3.27,10,1,1,3
1170,TERM,NULL,F,WHITE,1,7.45,6,5000,5,2,1,0,6,27,5,4,1,0,55,48,48,3,1,1.45,6,3.5,0,27
1171,ACTIVE,75028,F,WHITE,1,18.62,26,5000,4,0,3,18,10.54,11,9,9,9,7,39,32,39,3,4,1.15,1.14,2,7,18
1172,TERM,75028,F,BLACK,1,7.26,1,1000,7,5,0,1,6,6,10,7,9,3,34,27,30,2,3,0.42,0,6,3,9
1173,ACTIVE,75032,F,WHITE,1,12.3,3,3000,7,3,0,4,6,17,8,8,6,7,44,38,44,3,4,0.9,-0.14,5,1,24
1174,ACTIVE,NULL,F,WHITE,1,14.9,19,5000,3,3,2,15,5.78,19,8,7,4,7,47,40,47,3,4,1.3,0.57,3,2,26
1175,ACTIVE,75028,F,WHITE,2,21.53,37,5000,7,6,4,31,17.07,20,2,3,6,7,48,41,48,3,4,0.64,0.86,6.5,2,27
1176,TERM,75011,F,WHITE,2,5.95,1,1000,6,1,0,4,6,0,4,3,6,0,22,16,16,1,1,-0.05,-3,3.5,0,0
